Country Name,Country Code,Continent,SP.DYN.LE00.IN,EG.ELC.ACCS.ZS,NY.ADJ.NNTY.KD.ZG,NY.ADJ.NNTY.PC.KD.ZG,SH.HIV.INCD.14,SE.PRM.UNER,SE.PRM.CUAT.ZS,SE.TER.CUAT.BA.ZS,SP.DYN.IMRT.IN,SE.PRM.CMPT.ZS,SE.ADT.LITR.ZS,FR.INR.RINR,SP.POP.GROW,EN.POP.DNST,SP.POP.TOTL,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.GD.ZS,SL.UEM.TOTL.NE.ZS,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.CD,SP.DYN.CBRT.IN,EG.FEC.RNEW.ZS,SH.HIV.INCD,SH.H2O.SMDW.ZS,SI.POV.LMIC,SE.COM.DURS
Nigeria,NGA,Africa,54.687,55.4,-0.429516657,-2.950898725,20000,NA,NA,NA,74,NA,NA,4.522188497,2.564871955,220.6524183,200963603,71.46572876,3.02666044,10.69999981,2.208429277,2229.858652,37.446,NA,67000,21.31806305,NA,9
North Macedonia,MKD,Europe,75.797,100,3.105359406,3.08167693,NA,NA,NA,NA,6,NA,NA,4.700387849,0.022971838,82.34314036,2076694,436.8871765,7.25409985,17.26000023,3.910419538,6070.388054,10.653,NA,NA,76.78238252,NA,13
Northern Mariana Islands,MNP,Australia/Oceania,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.567914446,124.376087,57213,NA,NA,NA,-11.14258735,20659.64029,NA,NA,NA,90.63917526,NA,NA
Norway,NOR,Europe,82.90731707,100,-2.208824314,-2.866751563,NA,40,99.71437836,29.28993034,1.9,100.5062485,NA,3.726040551,0.675061373,14.64744184,5347896,8007.397949,10.52134705,3.690000057,0.745798219,75719.7529,10.2,NA,100,98.71807127,NA,10
Oman,OMN,Asia,77.861,100,-4.527278423,-7.319807246,NA,7923,NA,NA,9.5,100.9126282,NA,8.300275751,2.96857894,16.07428756,4974992,624.7444458,4.07190228,NA,-1.129206457,17700.70349,18.513,NA,NA,90.26776386,NA,10
Pakistan,PAK,Asia,67.273,73.91436005,1.112489498,-0.912432153,1900,NA,49.55467987,NA,55.7,72.92545319,57.99885941,3.175549367,2.02296716,280.9325926,216565317,39.49928665,3.37992716,4.829999924,1.144749605,1288.556325,27.841,NA,21000,35.76400171,NA,12
Palau,PLW,Australia/Oceania,NA,100,NA,NA,NA,NA,NA,NA,16.2,NA,NA,NA,0.501226267,39.1326087,18001,2355.695801,15.15048885,NA,-1.896243292,15232.48708,11.2,NA,NA,91.1775412,NA,12
Panama,PAN,North America,78.506,95.83455658,2.204170225,0.529697365,NA,NA,87.49649811,19.62981987,12.8,NA,95.73607635,6.897662744,1.651930147,57.24739475,4246440,1192.820801,7.58405781,6.409999847,2.979715461,15774.25494,18.705,NA,1700,NA,4.6,11
Papua New Guinea,PNG,Australia/Oceania,64.501,63.46451187,NA,NA,NA,NA,NA,NA,36.2,NA,NA,7.506807367,1.953700073,19.37932032,8776119,65.08071899,2.30036092,NA,4.480430608,2820.306397,26.793,NA,2700,NA,NA,NA
Paraguay,PRY,South America,74.254,100,-0.594785833,-1.844575895,100,NA,76.33424377,13.99211025,16.7,NA,93.21353149,12.10769968,1.265238609,17.73128366,7044639,388.3932495,7.17281008,6.590000153,-0.401855101,5380.963322,20.341,NA,1000,64.01892537,4.5,13
Peru,PER,South America,76.736,98.34660339,5.02253932,3.338852622,200,NA,NA,NA,10.3,98.7053299,NA,12.15923413,1.616156746,25.39879844,32510462,370.1099548,5.21506882,3.380000114,2.203974749,7027.612207,17.756,NA,4200,50.9881507,7.5,14
Philippines,PHL,Asia,71.231,95.62862396,4.031487728,2.621622659,200,406435,82.39414215,24.41179085,21.5,105.7552567,96.27816772,6.354461591,1.364496223,362.6006037,108116622,142.0787659,4.07676649,2.24000001,6.118525663,3485.340844,20.166,NA,15000,47.23155012,NA,13
Poland,POL,Europe,77.85609756,100,5.413195809,5.438948348,NA,27189,NA,NA,3.8,95.02263641,NA,NA,-0.024427107,124.0012901,37965475,1014.038208,6.44682503,3.279999971,4.744950156,15732.20313,9.9,NA,NA,98.32518385,NA,10
Portugal,PRT,Europe,80.68292683,100,2.661636933,2.63727463,100,2037,92.83149719,20.72377014,2.8,100.1251907,NA,NA,0.023733495,112.2885828,10286263,2221.439209,9.53145981,6.460000038,2.682759921,23330.81729,8.4,NA,1000,95.36104918,NA,12
Puerto Rico,PRI,North America,79.9285122,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010646546,360.0556933,3193694,NA,NA,8.300000191,1.484814635,32850.54861,6.4,NA,NA,99.86333333,NA,13
Qatar,QAT,Asia,80.227,100,-4.310382341,-6.012918805,NA,2949,NA,NA,5.3,95.02079773,NA,9.937804825,1.795246543,246.4813751,2832071,1807.153931,2.9106288,0.100000001,0.68824096,62276.42869,9.385,NA,100,96.18278647,NA,9
Romania,ROU,Europe,75.45853659,100,10.24721397,10.82954519,NA,135003,98.7381134,NA,5.8,85.28923035,NA,0.342831387,-0.526814822,84.19527121,19371648,738.5581665,5.74447823,3.910000086,4.188260341,12899.34611,9.6,NA,1000,81.95769921,NA,10
Russian Federation,RUS,Europe,73.08390244,100,0.652893089,0.698101786,NA,4876,NA,NA,4.7,105.225853,NA,5.499543995,-0.049568665,8.817695994,144406261,653.4172363,5.64849138,4.5,2.032982739,11497.64925,9.8,NA,NA,76.00770611,NA,11
Rwanda,RWA,Africa,69.024,37.78243637,10.43305456,7.590930892,570,121348,NA,NA,31.1,97.40032959,NA,13.68419532,2.607313746,511.8337252,12626938,51.39912415,6.41066742,15.30000019,9.460682482,820.1492886,31.249,NA,3700,12.05465989,NA,6
Samoa,WSM,Australia/Oceania,73.321,99.2,NA,NA,NA,NA,NA,NA,15,108.8711395,NA,7.440282624,0.490819126,69.64416961,197093,271.9157715,6.36309385,NA,4.379825545,4322.868457,24.1,NA,NA,46.23012163,NA,8
San Marino,SMR,Europe,NA,100,NA,NA,NA,62,NA,NA,1.6,102.8901672,NA,1.410812784,0.236518559,564.4,33864,3050.918213,6.39008522,5.800000191,2.374701565,47731.20854,6.7,NA,NA,100,NA,10
Sao Tome and Principe,STP,Africa,70.385,75.18190765,NA,NA,NA,NA,NA,NA,13.5,NA,NA,11.29555119,1.885147828,224.0083333,215048,108.4464035,5.52976227,NA,2.210855833,1987.579702,31.152,NA,NA,35.82833827,NA,6
Saudi Arabia,SAU,Asia,75.133,100,2.695507784,1.000009187,100,NA,NA,NA,6.3,96.22881317,NA,NA,1.664776702,15.94114919,34268529,1316.260254,5.68828773,5.639999866,0.331435729,23139.79798,17.297,NA,1000,NA,NA,9
Senegal,SEN,Africa,67.941,70.4,6.667986251,3.774622486,500,681296,NA,NA,29.8,61.20201111,NA,NA,2.749962203,84.64323482,16296362,59.09758377,4.13226938,2.859999895,4.402406836,1430.148259,33.952,NA,1000,NA,NA,11
Serbia,SRB,Europe,75.68536585,99.8,4.56405736,5.126666726,NA,4887,98.52577972,15.51527023,4.9,98.6684494,99.48252869,NA,-0.536610018,79.41041619,6945235,641.0250244,8.67206478,10.39000034,4.331734906,7417.203649,9.3,NA,200,75.00524216,NA,8
Seychelles,SYC,Africa,73.94390244,100,NA,NA,NA,224,NA,NA,12.3,98.80000305,NA,10.4465365,0.887925293,212.2282609,97625,839.7733154,5.1902914,2.970000029,1.191005738,16213.48076,16.4,NA,NA,NA,NA,10
Sierra Leone,SLE,Africa,54.696,22.7,10.13665734,7.838156475,2000,NA,NA,NA,82.4,83.21027374,NA,9.530344854,2.10903822,108.2461485,7813207,46.15795517,8.74976635,NA,5.254241203,521.7548367,32.879,NA,3300,10.26151385,NA,9
Singapore,SGP,Asia,83.49756098,100,NA,NA,NA,236,88.50759888,32.36965179,2,98.07794952,97.47958374,5.911090758,1.144283307,8044.526093,5703569,2632.713867,4.08152914,3.099999905,1.345217486,65640.70795,8.8,NA,100,100,NA,6
Sint Maarten (Dutch part),SXM,North America,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.194134259,1198.029412,40733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
Slovak Republic,SVK,Europe,77.47073171,100,1.562181121,1.424831935,NA,7558,99.75653839,22.85791969,4.8,95.22947693,NA,NA,0.135328073,113.4389975,5454147,1342.074829,6.9586463,5.75,2.605369328,19303.54566,10.5,NA,NA,99.18613208,NA,10
Slovenia,SVN,Europe,81.2804878,100,3.839159995,3.118635156,NA,140,99.80072784,21.50909996,1.8,98.55384064,NA,NA,0.696304046,103.7119346,2088385,2219.100586,8.52386475,4.449999809,3.250531336,25942.95477,9.3,NA,100,98.27432091,NA,9
Solomon Islands,SLB,Australia/Oceania,72.996,70.25849152,9.731759952,6.952511007,NA,6828,NA,NA,17.1,85.69419861,NA,9.21430018,2.565392823,23.93072526,669821,111.9044876,4.77362394,NA,1.204049986,2344.048976,31.956,NA,NA,NA,NA,NA
Somalia,SOM,Africa,57.397,36.0331955,NA,NA,200,NA,NA,NA,74.8,NA,NA,NA,2.855135517,24.61648548,15442906,NA,NA,21.36000061,8.081440022,419.3948077,41.585,NA,200,NA,NA,NA
South Africa,ZAF,Africa,64.131,85,0.417110739,-0.896010452,11000,843053,86.27852631,8.017760277,26.3,91.99948883,95.02297211,5.38333104,1.31629201,48.27198889,58558267,546.6884155,9.10935497,28.46999931,0.113053697,6624.761865,20.129,NA,210000,NA,NA,9
South Sudan,SSD,Africa,57.846,6.720535278,NA,NA,2900,NA,NA,NA,63.3,NA,NA,-25.09795733,0.782197031,17.50533581,11062114,22.63818741,6.04213858,NA,NA,NA,34.653,NA,13000,NA,NA,8
Spain,ESP,Europe,83.48536585,100,1.593673593,0.869946566,NA,83083,NA,NA,2.7,97.44148254,NA,NA,0.714923608,94.34185906,47133521,2711.192871,9.13213158,14.10000038,2.085191421,29555.3157,7.6,NA,3400,99.58464321,NA,10
Sri Lanka,LKA,Asia,76.978,100,-0.180189303,-0.789097932,NA,NA,NA,4.518799782,6.2,99.2629776,92.25296021,8.281983428,0.611875946,352.4343722,21803000,160.6969605,4.07979679,4.670000076,2.255176529,3852.265603,15.544,NA,200,NA,NA,11
St. Kitts and Nevis,KNA,North America,NA,100,NA,NA,NA,NA,NA,NA,12.9,NA,NA,5.306574402,0.752340352,203.2076923,52834,1087.801025,5.39632845,NA,4.799999522,22046.68991,NA,NA,NA,NA,NA,12
St. Lucia,LCA,North America,76.203,99.54777527,NA,NA,NA,260,NA,NA,21.6,99.77935028,NA,4.926970955,0.49631976,299.6639344,182795,502.1817017,4.32460737,15.31999969,-0.063943687,11591.08048,11.839,NA,NA,NA,NA,10
St. Martin (French part),MAF,North America,79.97317073,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.961107678,760.04,38002,NA,NA,NA,NA,NA,14.5,NA,NA,96.69929543,NA,NA
St. Vincent and the Grenadines,VCT,North America,72.534,100,NA,NA,NA,NA,NA,NA,13.4,104.9141464,NA,7.11580332,0.346915924,283.5717949,110593,354.8086548,4.75291252,NA,0.534023343,7460.153362,14.087,NA,NA,NA,NA,12
Sudan,SDN,Africa,65.311,53.82707214,3.445401283,1.00091829,660,NA,NA,NA,41,NA,NA,NA,2.39143409,23.15187997,42813237,46.92884064,4.57356596,NA,-2.178251045,610.9278615,31.826,NA,2900,NA,NA,8
Suriname,SUR,South America,71.682,97.88735199,NA,NA,100,7676,NA,NA,16.2,85.86408234,NA,10.09508343,0.929025561,3.726685897,581363,619.2471314,9.7369957,NA,1.098467778,6853.693411,18.295,NA,200,55.53425058,NA,6
Sweden,SWE,Europe,82.95853659,100,2.354309506,1.321962489,NA,880,100,25.07958984,2.2,105.0860825,NA,NA,1.013722263,25.23602907,10278887,5671.385742,10.86749268,6.829999924,1.986195874,51939.42974,11.1,NA,NA,99.75147263,NA,10
Switzerland,CHE,Europe,83.70487805,100,3.615777639,2.879301948,NA,418,NA,NA,3.6,96.36173248,NA,2.741566799,0.713313668,217.0076296,8575280,9666.337891,11.29148102,4.389999866,1.210992207,85334.51946,10,NA,NA,94.24815119,NA,11
Syrian Arab Republic,SYR,Asia,72.697,89.32488251,NA,NA,NA,NA,NA,NA,18.4,NA,NA,NA,0.735380569,92.95938572,17070132,NA,NA,NA,3.747775387,1334.370593,23.22,NA,100,NA,NA,9
Tajikistan,TJK,Asia,71.097,99.63539124,NA,NA,500,NA,NA,NA,29.2,NA,NA,19.18895929,2.390490051,67.15918294,9321023,61.87225342,7.10529375,NA,7.399999638,890.5444024,30.038,NA,1000,55.21331003,NA,9
Tanzania,TZA,Africa,65.456,37.7,5.667936574,2.591118479,12000,1712650,NA,NA,35.8,65.74707031,NA,14.15692325,2.960386246,65.48369948,58005461,40.34330368,3.82769322,NA,5.799999977,1085.88486,36.336,NA,60000,NA,NA,7
Thailand,THA,Asia,77.15,99.9,NA,NA,100,NA,71.21427155,15.62792969,7.7,94.41137695,NA,3.108527884,0.283525943,136.28292,69625581,296.1651001,3.78912091,0.720000029,2.266433672,7817.009671,10.168,NA,7100,NA,0.3,9
Timor-Leste,TLS,Asia,69.495,94.71617889,50.17189611,47.25177088,NA,9004,NA,NA,37.7,105.1983414,NA,6.651569174,1.963676318,86.96166779,1293120,92.67004395,7.15850592,NA,19.53581024,1583.713576,29.284,NA,200,NA,NA,9
Togo,TGO,Africa,61.042,52.44109726,9.43313621,6.816389585,1100,40071,NA,NA,45.5,87.42386627,66.53707886,NA,2.420235924,148.6000919,8082359,51.1550293,5.72606897,NA,5.459921448,893.3524541,32.707,NA,2600,19.39492906,NA,10
Tonga,TON,Australia/Oceania,70.907,98.4,4.813916819,3.511980266,NA,52,NA,NA,10,NA,NA,0.374501808,1.249919978,145.1347222,104497,242.3727722,4.98149967,NA,0.734030017,4903.012138,24.01,NA,NA,29.49096966,NA,15
Trinidad and Tobago,TTO,North America,73.507,100,NA,NA,NA,NA,NA,NA,15.4,NA,NA,10.34948206,0.368284069,271.9237817,1394969,1167.933105,7.02007389,NA,-1.246427336,16637.16294,12.578,NA,100,NA,NA,7
Tunisia,TUN,Africa,76.699,100,NA,NA,100,NA,NA,NA,14.5,NA,NA,NA,1.113669491,75.27498069,11694721,233.0593109,6.95845938,15.13000011,1.401976676,3574.654024,17.089,NA,500,79.06204325,NA,9
Turkey,TUR,Asia,77.691,100,NA,NA,NA,259524,91.03515625,NA,8.6,90.84677124,96.74221039,NA,1.3145137,108.4022283,83429607,396.4668274,4.34409809,13.67000008,0.889585161,9121.515167,15.782,NA,NA,NA,2.2,12
Turkmenistan,TKM,Asia,68.191,99.9,NA,NA,NA,NA,NA,NA,36.6,NA,NA,NA,1.546575911,12.64463644,5942094,500.0064392,6.56862497,NA,6.3,7612.03518,23.066,NA,NA,94.81207265,NA,12
Turks and Caicos Islands,TCA,North America,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.389405565,40.20421053,38194,NA,NA,NA,5.324557297,31350.86663,NA,NA,NA,NA,NA,13
Tuvalu,TUV,Australia/Oceania,NA,100,NA,NA,NA,297,NA,NA,19.3,76.89243317,NA,NA,1.2953549,388.5,11655,972.6124268,23.96181297,NA,9.756097561,4055.89561,NA,NA,NA,NA,NA,8
Uganda,UGA,Africa,63.368,41.3,9.761195967,5.941572367,6500,NA,NA,NA,33,NA,NA,NA,3.541932206,220.7739228,44269587,32.40844345,3.82522416,NA,6.438745034,798.5857341,37.377,NA,39000,15.71783754,NA,7
Ukraine,UKR,Europe,71.82731707,100,3.667003927,4.26391083,200,NA,NA,NA,7.2,NA,NA,10.69365877,-0.53099416,76.60718502,44386203,248.1334839,7.09860182,8.18999958,3.199503862,3661.456204,8.1,NA,9000,88.95686539,0.2,11
United Arab Emirates,ARE,Asia,77.972,100,1.19889032,-0.246611911,NA,1054,92.99653625,46.63145828,5.8,111.9388199,97.55692291,NA,1.438677058,137.5742889,9770526,1842.694458,4.27504921,2.329999924,3.411538686,42701.44305,10.223,NA,100,NA,NA,12
United Kingdom,GBR,Europe,81.20487805,100,NA,NA,NA,55523,NA,NA,3.7,101.5946884,NA,NA,0.564131113,276.2630802,66836327,4312.88916,10.15402699,3.74000001,1.671944197,43070.49836,10.7,NA,NA,99.82247563,NA,11
United States,USA,North America,78.78780488,100,2.384736913,1.919555959,NA,224977,NA,NA,5.5,100.4890518,NA,3.436010469,0.455381286,35.89317567,328329953,10921.0127,16.76706314,3.670000076,2.161176515,65279.52903,11.4,NA,29000,97.14624349,NA,12
Uruguay,URY,South America,77.911,99.9,1.36462242,1.000331472,100,1584,91.31797791,11.84127998,5.8,NA,98.7703476,2.795922578,0.360034022,19.77905954,3461731,1660.952881,9.34783173,8.880000114,0.350447153,17688.01501,13.74,NA,1000,NA,0.5,14
Uzbekistan,UZB,Asia,71.725,100,NA,NA,100,15291,NA,16.4321003,13.3,105.6226883,99.99994659,4.830856667,1.876470167,76.22283256,33580350,98.57316589,5.61760426,8.979999542,5.709632222,1784.009816,24.3,NA,2800,58.83942148,NA,12
Vanuatu,VUT,Australia/Oceania,70.474,64.66623688,-0.245355438,-2.642737486,NA,1980,NA,NA,21.6,89.78401947,NA,-0.384280556,2.432628558,24.60065628,299882,104.2496109,3.36034679,7.940000057,3.912534737,3116.297759,29.175,NA,NA,NA,NA,NA
"Venezuela, RB",VEN,South America,72.064,100,NA,NA,500,NA,NA,NA,21.1,NA,NA,NA,-1.293638058,32.32903917,28515829,338.8253784,5.36708355,NA,NA,NA,17.566,NA,2200,NA,NA,17
Vietnam,VNM,Asia,75.4,99.4,7.059741125,6.04294109,500,NA,88.63423157,10.24790001,16.9,NA,95.7538681,5.814896245,0.954289022,311.0978424,96462108,180.7181854,5.24965572,2.039999962,7.017434882,2715.27598,16.454,NA,5900,NA,NA,10
Virgin Islands (U.S.),VIR,North America,79.66829268,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.310759833,304.7685714,106669,NA,NA,NA,2.213541667,38136.66576,12.3,NA,NA,97.93599355,NA,NA
West Bank and Gaza,PSE,Asia,74.053,100,NA,NA,NA,17559,NA,NA,14.6,96.32247925,97.37825775,2.005298077,2.511782463,778.2900332,4685306,NA,NA,25.34000015,1.362687466,3656.858271,28.717,NA,NA,79.37424752,NA,10
"Yemen, Rep.",YEM,Asia,66.125,72.75170135,NA,NA,100,NA,NA,NA,46.4,NA,NA,NA,2.30059415,55.23405118,29161922,NA,NA,NA,NA,NA,29.873,NA,1000,NA,NA,9
Zambia,ZMB,Africa,63.886,43,NA,NA,8800,NA,NA,NA,42.9,NA,NA,2.469674325,2.893017737,24.02646525,17861034,69.32437897,5.31220293,12.52000046,1.441306026,1305.001031,35.776,NA,61000,NA,NA,7
Zimbabwe,ZWE,Africa,61.49,41.08910751,NA,NA,4700,434723,NA,NA,38.1,88.50881195,NA,-78.51788703,1.421141886,37.85827323,14645473,103.0282722,7.70356494,16.86000061,-6.144236314,1316.740657,29.747,NA,24000,29.67356894,63.8,7
